GAME,TEAM,PLAYER,MIN,PTS,REB,AST,STL,BLK,TO,FO,FGM,FGA,FG%,2PM,2PA,2P%,3PM,3PA,3P%,FTM,FTA,FT%,OR,DR,+/-,EFF
CAM1,Brazil,Yago Santos,24,6,6,7,0,0,3,1,2,10,20.0,0,2,0.0,2,8,25.0,0,0,0.0,1,5,1,8
CAM1,Brazil,Gui Santos,12,5,0,1,0,0,1,1,2,5,40.0,1,1,100.0,1,4,25.0,0,0,0.0,0,0,-11,2
CAM1,Brazil,Marcelinho Huertas,24,4,5,7,0,1,4,2,2,7,29.0,2,5,40.0,0,2,0.0,0,0,0.0,0,5,-3,8
CAM1,Brazil,Joao Cardoso,1,0,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1,0,-7,1
CAM1,Brazil,Didi Louzada,5,0,1,0,0,0,0,1,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,-14,1
CAM1,Brazil,George De Paula,4,0,0,0,0,0,0,0,0,1,0.0,0,0,0.0,0,1,0.0,0,0,0.0,0,0,-12,-1
BRA2,Brazil,Bruno Caboclo,29,15,11,1,0,3,2,2,5,9,56.00000000000001,5,6,83.0,0,3,0.0,5,5,100.0,2,9,13,24
BRA2,Brazil,Marcelinho Huertas,26,13,1,7,1,0,2,1,6,15,40.0,5,11,45.0,1,4,25.0,0,0,0.0,0,1,8,11
BRA2,Brazil,Lucas Dias,28,10,9,0,1,1,1,2,4,9,44.0,2,5,40.0,2,4,50.0,0,0,0.0,3,6,-4,15
BRA2,Brazil,George De Paula,26,8,4,3,2,1,0,3,3,8,38.0,2,5,40.0,1,3,33.0,1,2,50.0,3,1,20,12
BRA2,Brazil,Yago Santos,14,8,2,2,0,0,1,3,3,9,33.0,1,3,33.0,2,6,33.0,0,0,0.0,0,2,3,5
BRA2,Brazil,Leo Meindl,24,7,3,0,2,0,2,4,3,8,38.0,2,5,40.0,1,3,33.0,0,0,0.0,0,3,2,5
BRA2,Brazil,Gui Santos,8,3,2,0,0,0,0,0,1,2,50.0,0,1,0.0,1,1,100.0,0,0,0.0,2,0,-7,4
BRA2,Brazil,Didi Louzada,24,3,4,1,1,0,1,0,1,5,20.0,1,3,33.0,0,2,0.0,1,2,50.0,1,3,19,3
BRA2,Brazil,Cristiano Felicio,9,2,3,0,1,0,1,0,1,3,33.0,1,3,33.0,0,0,0.0,0,0,0.0,3,0,0,3
BRA2,Brazil,Vitor Benite,12,2,0,0,1,0,0,0,1,3,33.0,1,1,100.0,0,2,0.0,0,0,0.0,0,0,1,1
BRA2,Philippines,Justin Brownlee,38,15,8,2,1,1,3,4,5,16,31.0,2,9,22.0,3,7,43.0,2,2,100.0,1,7,-11,13
BRA2,Philippines,Dwight Ramos,37,13,3,3,2,0,2,0,5,12,42.0,2,6,33.0,3,6,50.0,0,0,0.0,1,2,-10,12
BRA2,Philippines,June Mar Fajardo,30,10,11,2,0,0,2,3,4,10,40.0,4,10,40.0,0,0,0.0,2,2,100.0,5,6,-8,15
BRA2,Philippines,Jaymar Perez,21,10,3,2,2,1,2,3,5,7,71.0,5,6,83.0,0,1,0.0,0,0,0.0,1,2,-8,14
BRA2,Philippines,Chris Newsome,25,5,2,1,3,0,2,1,2,8,25.0,2,7,29.0,0,1,0.0,1,2,50.0,0,2,-6,2
BRA2,Philippines,Japeth Aguilar,19,4,6,1,0,2,2,0,2,4,50.0,2,4,50.0,0,0,0.0,0,0,0.0,3,3,-2,9
BRA2,Philippines,Carl Tamayo,12,3,4,0,0,0,2,2,1,4,25.0,0,2,0.0,1,2,50.0,0,0,0.0,0,4,1,2
BRA2,Philippines,Calvin Oftana,14,0,3,0,0,1,0,0,0,2,0.0,0,0,0.0,0,2,0.0,0,0,0.0,1,2,-8,2
BRA2,Philippines,Karl Quiambao,3,0,0,0,0,0,0,0,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,-3,-1
LAT1,Latvia,Rihards Lomazs,23,15,5,2,1,0,4,1,4,12,33.0,3,8,38.0,1,4,25.0,6,6,100.0,1,4,-18,11
LAT1,Latvia,Arturs Zagars,18,14,3,4,1,0,1,3,5,10,50.0,3,6,50.0,2,4,50.0,2,2,100.0,1,2,-3,16
LAT1,Latvia,Rolands Smits,21,14,2,0,1,0,1,2,6,11,55.00000000000001,4,6,67.0,2,5,40.0,0,0,0.0,1,1,-14,11
LAT1,Latvia,Arturs Strautins,15,8,0,0,0,0,0,1,2,6,33.0,1,4,25.0,1,2,50.0,3,4,75.0,0,0,-17,3
LAT1,Latvia,Kristers Zoriks,21,6,2,2,2,0,0,4,2,9,22.0,2,4,50.0,0,5,0.0,2,2,100.0,1,1,-19,5
LAT1,Latvia,Klavs Cavars,9,4,1,1,1,1,0,1,2,2,100.0,2,2,100.0,0,0,0.0,0,0,0.0,1,0,-5,8
LAT1,Latvia,Davis Bertans,23,3,2,1,0,0,0,4,1,3,33.0,0,0,0.0,1,3,33.0,0,0,0.0,0,2,-20,4
LAT1,Latvia,Janis Timma,9,3,0,1,1,0,1,2,1,2,50.0,0,0,0.0,1,2,50.0,0,0,0.0,0,0,-2,3
LAT1,Latvia,Mareks Mejeris,20,2,6,2,0,0,0,1,0,1,0.0,0,0,0.0,0,1,0.0,2,2,100.0,4,2,-9,9
LAT1,Latvia,Dairis Bertans,17,0,1,2,0,0,0,2,0,1,0.0,0,0,0.0,0,1,0.0,0,0,0.0,0,1,-10,2
LAT1,Latvia,Rodions Kurucs,22,0,4,1,0,0,1,4,0,5,0.0,0,3,0.0,0,2,0.0,0,2,0.0,2,2,-8,-3
LAT1,Brazil,Bruno Caboclo,30,21,4,1,0,2,2,4,4,6,67.0,3,5,60.0,1,1,100.0,12,13,92.0,0,4,19,23
LAT1,Brazil,Leo Meindl,34,20,9,1,2,0,2,3,4,10,40.0,0,3,0.0,4,7,56.99999999999999,8,9,89.0,2,7,22,23
LAT1,Brazil,George De Paula,29,14,3,5,1,1,2,2,4,8,50.0,1,2,50.0,3,6,50.0,3,4,75.0,1,2,25,17
LAT1,Brazil,Gui Santos,27,12,7,3,2,0,0,3,4,9,44.0,3,5,60.0,1,4,25.0,3,4,75.0,3,4,15,18
LAT1,Brazil,Marcelinho Huertas,26,12,4,7,0,0,3,2,5,10,50.0,4,8,50.0,1,2,50.0,1,2,50.0,1,3,6,14
LAT1,Brazil,Vitor Benite,17,9,1,0,0,0,0,3,3,6,50.0,2,5,40.0,1,1,100.0,2,2,100.0,0,1,4,7
LAT1,Brazil,Lucas Dias,21,3,5,1,1,0,1,3,1,1,100.0,0,0,0.0,1,1,100.0,0,0,0.0,1,4,15,9
LAT1,Brazil,Yago Santos,8,3,0,2,1,0,1,0,1,1,100.0,0,0,0.0,1,1,100.0,0,0,0.0,0,0,14,5
LAT1,Brazil,Cristiano Felicio,3,0,0,0,0,0,0,2,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,4,0
LAT1,Brazil,Joao Cardoso,2,0,0,0,0,0,1,1,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,-2,-1
LAT1,Brazil,Didi Louzada,3,0,0,0,0,0,0,0,0,1,0.0,0,0,0.0,0,1,0.0,0,0,0.0,0,0,3,-1
FRA1,France,Victor Wembanyama,20,24,6,4,1,3,3,2,10,14,71.0,8,10,80.0,2,4,50.0,2,2,100.0,0,6,44,31
FRA1,France,Guerschon Yabusele,15,14,3,2,1,1,0,0,5,8,62.0,3,4,75.0,2,4,50.0,2,2,100.0,0,3,20,18
FRA1,France,Rudy Gobert,10,10,5,2,0,1,0,2,3,3,100.0,3,3,100.0,0,0,0.0,4,6,67.0,3,2,9,16
FRA1,France,Theo Maledon,13,8,4,4,1,0,1,2,3,3,100.0,2,2,100.0,1,1,100.0,1,2,50.0,1,3,9,15
FRA1,France,Frank Ntilikina,12,8,0,2,1,0,1,1,3,3,100.0,1,1,100.0,2,2,100.0,0,0,0.0,0,0,14,10
FRA1,France,Nadir Hifi,15,8,2,4,0,0,2,1,3,9,33.0,2,5,40.0,1,4,25.0,1,1,100.0,1,1,3,6
FRA1,France,Jaylen Hoard,10,6,2,1,2,0,2,2,3,3,100.0,3,3,100.0,0,0,0.0,0,0,0.0,1,1,2,9
FRA1,France,Bilal Coulibaly,15,6,2,1,0,1,1,3,2,4,50.0,1,2,50.0,1,2,50.0,1,1,100.0,0,2,20,7
FRA1,France,Nando De Colo,10,5,2,4,0,0,0,1,2,4,50.0,1,2,50.0,1,2,50.0,0,0,0.0,1,1,15,9
FRA1,France,Isaia Cordinier,10,3,2,0,1,0,1,1,1,2,50.0,1,2,50.0,0,0,0.0,1,2,50.0,0,2,16,3
FRA1,France,Elie Okobo,10,2,2,3,3,0,1,2,0,0,0.0,0,0,0.0,0,0,0.0,2,2,100.0,0,2,28,9
FRA1,France,Mathias Lessort,15,2,2,0,1,0,0,1,1,7,14.000000000000002,1,7,14.000000000000002,0,0,0.0,0,0,0.0,2,0,8,-1
FRA1,France,Nicolas Batum,9,0,2,3,0,0,1,2,0,1,0.0,0,0,0.0,0,1,0.0,0,0,0.0,0,2,17,3
FRA1,France,Andrew Albicy,10,0,1,1,0,0,0,2,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,14,2
FRA1,France,Matthew Strazel,10,0,0,1,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,16,1
FRA1,France,Evan Fournier,15,0,2,1,0,0,1,2,0,2,0.0,0,0,0.0,0,2,0.0,0,0,0.0,0,2,15,0
FRA1,Turkey,Sertac Sanli,19,11,3,1,0,0,2,2,4,8,50.0,3,5,60.0,1,3,33.0,2,2,100.0,1,2,-14,9
FRA1,Turkey,Can Korkmaz,23,8,1,0,2,0,1,1,2,6,33.0,0,0,0.0,2,6,33.0,2,2,100.0,0,1,-27,6
FRA1,Turkey,Tarik Biberovic,29,6,3,0,0,0,2,2,1,9,11.0,1,5,20.0,0,4,0.0,4,4,100.0,1,2,-42,-1
FRA1,Turkey,Kenan Sipahi,21,5,0,4,2,0,4,3,2,4,50.0,1,2,50.0,1,2,50.0,0,0,0.0,0,0,-28,5
FRA1,Turkey,Goktug Bas,14,4,3,0,0,0,0,2,1,2,50.0,1,1,100.0,0,1,0.0,2,3,67.0,0,3,-14,5
FRA1,Turkey,Okben Ulubay,18,3,1,1,2,0,1,1,1,3,33.0,1,1,100.0,0,2,0.0,1,2,50.0,0,1,-25,3
FRA1,Turkey,Sadik Kabaca,25,3,0,0,0,0,2,2,0,8,0.0,0,4,0.0,0,4,0.0,3,4,75.0,0,0,-31,-8
FRA1,Turkey,Erkan Yilmaz,19,2,5,0,0,0,2,1,0,2,0.0,0,1,0.0,0,1,0.0,2,2,100.0,0,5,-17,3
FRA1,Turkey,Omer Ilyasoglu,13,2,0,2,0,0,2,2,0,4,0.0,0,2,0.0,0,2,0.0,2,2,100.0,0,0,-19,-2
FRA1,Turkey,Furkan Haltali,12,1,2,0,0,1,1,2,0,1,0.0,0,1,0.0,0,0,0.0,1,2,50.0,1,1,-10,1
FRA1,Turkey,Muhsin Yasar,8,1,1,0,0,0,0,0,0,3,0.0,0,3,0.0,0,0,0.0,1,2,50.0,1,0,-23,-2
GER2,Germany,Dennis Schroder,28,23,1,6,1,0,5,2,7,16,44.0,5,7,71.0,2,9,22.0,7,9,78.0,0,1,-16,15
GER2,Germany,Oscar Da Silva,28,15,2,1,5,0,0,3,5,7,71.0,3,5,60.0,2,2,100.0,3,4,75.0,2,0,-6,20
GER2,Germany,Johannes Voigtmann,30,8,11,1,0,0,2,0,4,11,36.0,4,6,67.0,0,5,0.0,0,0,0.0,5,6,-19,11
GER2,Germany,Isaac Bonga,17,6,3,0,1,0,0,3,2,6,33.0,2,3,67.0,0,3,0.0,2,3,67.0,1,2,-16,5
GER2,Germany,Maodo Lo,19,6,0,2,0,0,2,4,2,4,50.0,0,1,0.0,2,3,67.0,0,0,0.0,0,0,-4,4
GER2,Germany,Niels Giffey,16,5,2,0,0,0,1,1,2,5,40.0,1,2,50.0,1,3,33.0,0,0,0.0,0,2,-6,3
GER2,Germany,Louis Olinde,5,2,1,0,0,0,0,0,1,2,50.0,1,1,100.0,0,1,0.0,0,0,0.0,1,0,-8,2
GER2,Germany,Justus Hollatz,14,1,1,1,1,0,0,3,0,3,0.0,0,0,0.0,0,3,0.0,1,2,50.0,0,1,-10,0
GER2,Germany,David Kramer,9,0,1,1,0,0,0,1,0,1,0.0,0,0,0.0,0,1,0.0,0,0,0.0,1,0,-6,1
GER2,Germany,Leon Kratzer,10,0,1,0,0,0,1,5,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1,0,-11,0
GER2,Germany,Andreas Obst,17,0,1,2,0,0,2,1,0,4,0.0,0,0,0.0,0,4,0.0,0,0,0.0,0,1,-18,-3
GER2,France,Victor Wembanyama,19,27,5,3,1,0,1,1,11,17,65.0,6,8,75.0,5,9,56.00000000000001,0,0,0.0,1,4,18,29
GER2,France,Mathias Lessort,21,15,3,0,2,0,1,3,4,5,80.0,4,5,80.0,0,0,0.0,7,8,88.0,0,3,19,17
GER2,France,Rudy Gobert,18,13,7,2,0,1,1,3,6,9,67.0,6,9,67.0,0,0,0.0,1,1,100.0,3,4,5,19
GER2,France,Guerschon Yabusele,19,10,1,3,0,0,1,0,3,5,60.0,1,2,50.0,2,3,67.0,2,2,100.0,0,1,9,11
GER2,France,Bilal Coulibaly,17,6,2,2,1,0,0,5,2,2,100.0,0,0,0.0,2,2,100.0,0,2,0.0,0,2,20,9
GER2,France,Evan Fournier,8,5,2,0,0,1,1,2,1,2,50.0,0,0,0.0,1,2,50.0,2,2,100.0,0,2,6,6
GER2,France,Elie Okobo,16,4,2,2,0,0,2,1,2,3,67.0,2,3,67.0,0,0,0.0,0,0,0.0,0,2,17,5
GER2,France,Nando De Colo,9,4,1,1,0,0,1,2,1,3,33.0,1,1,100.0,0,2,0.0,2,3,67.0,1,0,2,2
GER2,France,Isaia Cordinier,12,3,0,2,1,1,2,1,1,2,50.0,1,1,100.0,0,1,0.0,1,2,50.0,0,0,2,3
GER2,France,Andrew Albicy,9,2,1,0,1,0,1,0,0,1,0.0,0,1,0.0,0,0,0.0,2,2,100.0,0,1,2,2
GER2,France,Theo Maledon,10,1,1,0,1,0,0,0,0,1,0.0,0,1,0.0,0,0,0.0,1,2,50.0,0,1,1,1
GER2,France,Matthew Strazel,15,0,1,3,1,0,1,2,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,12,4
GER2,France,Frank Ntilikina,14,0,1,1,1,0,0,2,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,4,3
GER2,France,Nicolas Batum,5,0,0,0,0,0,1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,3,-1
FRA2,France,Bilal Coulibaly,23,11,3,0,0,0,1,2,5,10,50.0,5,6,83.0,0,4,0.0,1,2,50.0,3,0,-17,7
FRA2,France,Nicolas Batum,20,11,2,0,0,0,0,3,4,10,40.0,1,2,50.0,3,8,38.0,0,0,0.0,1,1,2,7
FRA2,France,Evan Fournier,24,10,3,3,0,0,2,3,3,12,25.0,1,4,25.0,2,8,25.0,2,2,100.0,1,2,-6,5
FRA2,France,Matthew Strazel,24,9,5,4,1,0,3,2,3,8,38.0,0,2,0.0,3,6,50.0,0,0,0.0,2,3,-4,11
FRA2,France,Guerschon Yabusele,16,8,3,0,2,0,1,0,3,6,50.0,2,3,67.0,1,3,33.0,1,2,50.0,2,1,1,8
FRA2,France,Mathias Lessort,18,7,5,2,0,1,1,2,3,4,75.0,3,4,75.0,0,0,0.0,1,7,14.000000000000002,4,1,-1,7
FRA2,France,Rudy Gobert,21,4,9,1,0,1,2,2,1,4,25.0,1,4,25.0,0,0,0.0,2,4,50.0,2,7,-4,8
FRA2,France,Isaia Cordinier,17,3,3,1,0,1,1,2,1,2,50.0,0,1,0.0,1,1,100.0,0,0,0.0,0,3,7,6
FRA2,France,Frank Ntilikina,14,2,2,3,0,0,2,1,1,5,20.0,1,2,50.0,0,3,0.0,0,1,0.0,0,2,1,0
FRA2,France,Andrew Albicy,7,0,1,0,0,0,0,1,0,1,0.0,0,0,0.0,0,1,0.0,0,0,0.0,0,1,5,0
FRA2,France,Nando De Colo,12,0,1,0,0,0,1,2,0,2,0.0,0,2,0.0,0,0,0.0,0,0,0.0,0,1,-9,-2
FRA2,Germany,Franz Wagner,20,17,3,1,1,0,1,2,7,12,57.99999999999999,7,10,70.0,0,2,0.0,3,5,60.0,1,2,0,14
FRA2,Germany,Dennis Schroder,27,17,1,4,1,0,5,2,6,13,46.0,4,8,50.0,2,5,40.0,3,4,75.0,0,1,7,10
FRA2,Germany,Maodo Lo,18,16,1,0,1,0,0,1,6,10,60.0,2,4,50.0,4,6,67.0,0,0,0.0,0,1,-3,14
FRA2,Germany,Johannes Voigtmann,24,10,8,2,1,0,1,2,3,6,50.0,2,4,50.0,1,2,50.0,3,3,100.0,1,7,-2,17
FRA2,Germany,Moritz Wagner,17,5,4,1,0,0,1,5,2,5,40.0,2,4,50.0,0,1,0.0,1,2,50.0,1,3,-7,5
FRA2,Germany,Nick Weiler-Babb,17,3,1,1,1,0,0,2,1,3,33.0,0,0,0.0,1,3,33.0,0,0,0.0,0,1,5,4
FRA2,Germany,Oscar Da Silva,15,2,8,0,0,1,2,1,1,4,25.0,1,4,25.0,0,0,0.0,0,0,0.0,2,6,2,6
FRA2,Germany,Leon Kratzer,15,0,6,1,1,0,1,3,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0.0,3,3,6,6
FRA2,Germany,Isaac Bonga,21,0,2,3,0,0,1,4,0,3,0.0,0,1,0.0,0,2,0.0,0,0,0.0,0,2,8,1
FRA2,Germany,Niels Giffey,4,0,0,0,0,0,0,0,0,3,0.0,0,1,0.0,0,2,0.0,0,0,0.0,0,0,8,-3
FRA2,Germany,Andreas Obst,16,0,0,0,0,0,0,1,0,3,0.0,0,1,0.0,0,2,0.0,0,0,0.0,0,0,1,-3
FRA3,France,Victor Wembanyama,29,14,10,3,0,2,4,1,3,8,38.0,2,3,67.0,1,5,20.0,7,7,100.0,1,9,-18,20
FRA3,France,Guerschon Yabusele,23,12,2,0,0,0,0,1,4,9,44.0,2,3,67.0,2,6,33.0,2,2,100.0,1,1,4,9
FRA3,France,Frank Ntilikina,20,9,3,1,0,0,3,1,2,7,29.0,0,2,0.0,2,5,40.0,3,3,100.0,1,2,-2,5
FRA3,France,Evan Fournier,21,8,2,3,3,0,1,2,2,6,33.0,1,3,33.0,1,3,33.0,3,4,75.0,1,1,8,10
FRA3,France,Mathias Lessort,14,8,3,1,1,0,1,4,2,4,50.0,2,4,50.0,0,0,0.0,4,8,50.0,1,2,3,6
FRA3,France,Nicolas Batum,25,5,1,1,1,0,2,3,1,3,33.0,0,0,0.0,1,3,33.0,2,2,100.0,1,0,5,4
FRA3,France,Matthew Strazel,17,5,0,1,0,0,2,1,1,6,17.0,0,1,0.0,1,5,20.0,2,2,100.0,0,0,-3,-1
FRA3,France,Bilal Coulibaly,22,3,4,3,0,0,1,2,1,4,25.0,1,3,33.0,0,1,0.0,1,2,50.0,3,1,-17,5
FRA3,France,Rudy Gobert,12,3,3,1,0,0,2,4,1,2,50.0,1,2,50.0,0,0,0.0,1,2,50.0,2,1,-15,3
FRA3,France,Andrew Albicy,5,0,1,0,0,0,1,1,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1,0,-8,0
FRA3,France,Isaia Cordinier,8,0,0,0,1,0,1,1,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,-4,0
FRA3,France,Nando De Colo,5,0,0,0,0,0,0,1,0,1,0.0,0,0,0.0,0,1,0.0,0,0,0.0,0,0,-13,-1
FRA3,Serbia,Nikola Jokic,30,20,12,1,0,0,4,5,8,13,62.0,7,11,64.0,1,2,50.0,3,8,38.0,8,4,12,19
FRA3,Serbia,Bogdan Bogdanovic,27,15,1,2,1,0,3,3,5,9,56.00000000000001,4,5,80.0,1,4,25.0,4,6,67.0,0,1,-2,10
FRA3,Serbia,Aleksa Avramovic,20,9,0,3,3,0,1,1,4,7,56.99999999999999,4,5,80.0,0,2,0.0,1,2,50.0,0,0,9,10
FRA3,Serbia,Vanja Marinkovic,29,8,3,1,1,0,0,3,3,7,43.0,1,1,100.0,2,6,33.0,0,0,0.0,1,2,9,9
FRA3,Serbia,Ognjen Dobric,9,7,2,0,1,0,0,0,3,5,60.0,2,2,100.0,1,3,33.0,0,0,0.0,2,0,10,8
FRA3,Serbia,Marko Guduric,15,7,1,1,0,0,1,2,2,6,33.0,1,1,100.0,1,5,20.0,2,3,67.0,0,1,10,3
FRA3,Serbia,Filip Petrusev,22,6,5,2,2,0,0,3,2,2,100.0,0,0,0.0,2,2,100.0,0,0,0.0,1,4,-1,15
FRA3,Serbia,Vasilije Micic,20,5,1,3,2,0,3,3,2,6,33.0,1,3,33.0,1,3,33.0,0,0,0.0,0,1,3,4
FRA3,Serbia,Nikola Milutinov,20,2,1,0,1,0,0,2,0,2,0.0,0,2,0.0,0,0,0.0,2,4,50.0,0,1,18,0
FRA3,Serbia,Uros Plavsic,8,0,3,0,0,0,1,3,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,3,-8,2
FRA4,France,Guerschon Yabusele,22,19,4,2,0,0,2,3,6,11,55.00000000000001,2,4,50.0,4,7,56.99999999999999,3,3,100.0,3,1,-7,18
FRA4,France,Rudy Gobert,24,12,6,0,0,0,3,3,6,6,100.0,6,6,100.0,0,0,0.0,0,3,0.0,1,5,-13,12
FRA4,France,Nando De Colo,15,11,4,1,0,0,2,0,3,5,60.0,2,3,67.0,1,2,50.0,4,4,100.0,1,3,0,12
